00000	0.47306006493034314	49612
00001	0.0	0
00002	0.0	0
00003	0.0	0
00004	0.0	0
00010	0.44115221338989286	14
00011	0.4391945594169688	30
00012	0.03636453627374884	8
00013	0.015186955795766772	1
00014	0.47535097153864736	214
00020	-0.4	1
00021	0.0	0
00022	0.0	0
00023	0.0	0
00024	0.0	0
00100	0.0	0
00101	0.0	0
00102	0.0	0
00103	0.0	0
00104	1.1360000000000001	6
00110	-0.05358544772154105	76
00111	-0.38115702378246963	152
00112	-0.07838209262018513	130
00113	0.016081188552209462	219
00114	0.015718985927768783	279
00120	0.0	0
00121	0.0	2
00122	0.0	3
00123	-5.0E-4	49
00124	-0.3988011996	6
00200	0.0	0
00201	0.0	0
00202	0.0	0
00203	0.14508160000000003	8
00204	0.4760000000000001	3
00210	0.046227084575422704	335
00211	0.045346749179124526	344
00212	-0.3522309590979713	244
00213	0.8224748139251319	417
00214	-0.036530620076506135	331
00220	-0.03869421039738513	25
00221	0.3821926600535208	38
00222	0.30147321733922916	35
00223	0.39044395246603253	174
00224	0.2986202420471415	75
00300	0.0	0
00301	0.0	0
00302	0.0	0
00303	0.0	0
00304	0.0	0
00310	0.0045327946058145874	107
00311	-0.3949315181497216	157
00312	-0.3864896368772825	176
00313	0.2682942987246268	164
00314	1.0490844529767116	485
00320	0.0031274826790606337	296
00321	0.07805882930561497	320
00322	-0.3883036217341633	405
00323	-0.32192293011208867	201
00324	-0.39473395426745356	128
01000	0.0	0
01001	0.0	0
01002	0.0	0
01003	0.0	0
01004	-0.03200000000000003	3
01010	-0.75696613602626	2824
01011	-0.09066806282967567	426
01012	-0.021562169873580585	360
01013	-0.1733625802100947	374
01014	-0.3844865249631568	1073
01020	-0.4367351293763663	1449
01021	-0.13402778197950105	51
01022	-0.08644320214732992	124
01023	-0.004514118387909106	47
01024	-0.2262287447716207	81
01100	0.48252299221345274	38
01101	0.0	0
01102	0.006800651222501661	12
01103	3.719375251026467E-4	2
01104	-0.21051766844250652	41
01110	0.4662505443661256	638
01111	-0.4719113990753465	93
01112	-0.36047663467547425	90
01113	-0.3059626504739927	124
01114	-0.18840157762502854	487
01120	-0.7920541151570094	184
01121	-0.40889985011541097	40
01122	-0.39292024800553244	109
01123	-0.23072246671791005	25
01124	-0.04942300654292523	48
01200	-0.13445098173630618	84
01201	-8.714437208991719E-4	7
01202	-0.4002246391436835	3
01203	-0.06143999999999994	6
01204	-0.13423824234568366	19
01210	-0.5641247264679861	902
01211	-0.5812274519285858	271
01212	-0.42082296244716255	272
01213	-0.1731216563384616	218
01214	-0.33978114924941855	410
01220	-0.8632285041407092	509
01221	-0.39711704648660023	35
01222	-0.37775694681859684	28
01223	-0.2564205441850605	10
01224	-0.10455107646532386	54
01300	0.0	0
01301	0.0	0
01302	0.0	0
01303	0.0	0
01304	0.0	0
01310	-0.5768803387432219	913
01311	-0.3959040315198068	124
01312	-0.7119737652696779	165
01313	-0.6625850170055163	101
01314	-0.2272991536964591	186
01320	0.22179841300047312	343
01321	0.43453992417705056	91
01322	0.635443401367135	240
01323	0.6530059164042409	550
01324	0.6474809645990397	178
02000	0.0	0
02001	0.0	0
02002	0.0	0
02003	0.0	0
02004	0.0	0
02010	-0.7045153971159274	980
02011	-0.6679657203111741	271
02012	-0.25879122698317597	306
02013	-0.20696882119924406	329
02014	-0.7509280155335282	273
02020	-2.320633419841114	742
02021	-0.7670252863694417	24
02022	-1.8476232870245364	31
02023	-0.3494815939662711	27
02024	-1.688692533132714	224
02100	0.09972538721103869	14
02101	0.09399644176695068	7
02102	0.09552816551232485	22
02103	-0.02264247636669045	10
02104	-0.3064711389932706	14
02110	-0.8870309584119308	956
02111	-0.6110938577732085	47
02112	-0.23955122259050615	159
02113	-0.05412526036423649	66
02114	-2.0438507906956036	137
02120	-1.0677035083037703	151
02121	-0.1404902119048543	6
02122	-0.021688516619447797	7
02123	-0.24440121014916596	8
02124	-0.07318429120067887	33
02200	0.0	0
02201	0.095372883870154	3
02202	0.0	1
02203	-0.28979621973440006	8
02204	0.07389796400000004	8
02210	-1.678224402791882	959
02211	-0.4933993603890681	98
02212	-0.21424484872609717	180
02213	-0.1084444424995204	109
02214	-1.3533926834465637	244
02220	-1.4003878211530687	404
02221	-0.053989916341925064	28
02222	-0.17640096347609133	25
02223	-0.7795118292520403	70
02224	-0.38179149364843085	98
02300	0.0	0
02301	0.0	0
02302	0.0	0
02303	0.0	0
02304	0.0	0
02310	-1.2602580808729553	862
02311	-0.45024830612876465	89
02312	-0.30748341650329525	53
02313	-0.1751784986575824	28
02314	-0.4660078403962046	56
02320	-0.19347030725658532	850
02321	-0.3354341088577989	108
02322	-0.4034628203011361	91
02323	-0.551584994031385	95
02324	-0.568633642734084	112
03000	0.0	0
03001	0.0	0
03002	0.0	0
03003	-0.0044522835602000006	6
03004	-0.13999999999999999	3
03010	-1.0103118927944474	941
03011	-0.03514468565116715	29
03012	-0.586739013857046	80
03013	-0.7508107700499865	64
03014	-0.174876318409941	123
03020	-0.7591333285124775	1353
03021	-0.1424612646326472	37
03022	-0.16670593668786843	62
03023	-0.12148097503696269	54
03024	-0.19246696730286744	99
03100	0.0	1
03101	0.0	10
03102	-0.027999999999999997	11
03103	-0.13999999999999999	41
03104	-5.823999999999993E-5	8
03110	-1.4524876659092483	576
03111	-0.13425501984935692	54
03112	-1.1437908235778849	36
03113	-0.5567882206496999	48
03114	-0.9381897678094576	99
03120	-0.7420293144742942	54
03121	-0.059373883730337584	8
03122	-0.3013161661215467	42
03123	-0.07459857291442962	16
03124	-0.020926300668163977	72
03200	0.0	0
03201	0.0	0
03202	0.0	1
03203	0.0	8
03204	-0.0161889990320168	8
03210	-0.10564152287498664	653
03211	-0.22539563601073	30
03212	-0.340518004647992	71
03213	-0.44668689256015576	30
03214	-0.28214347269492945	116
03220	-0.6156031516052879	237
03221	-1.2557421690053747	72
03222	-0.8245884606334224	50
03223	-0.4717609747429641	18
03224	-1.278775882746868	101
03300	0.0	0
03301	0.0	0
03302	0.0	0
03303	0.0	0
03304	0.0	0
03310	0.09543631753462556	456
03311	-0.3771340460907225	29
03312	-0.16479328962449466	18
03313	-0.8981468272263206	19
03314	-0.33950752860264605	28
03320	-1.4624057998583875	444
03321	-0.5519792694318064	25
03322	-1.1331743229126314	24
03323	-1.0250576854101423	94
03324	-0.943637588372739	115
10000	0.0	0
10001	0.0	0
10002	0.0	0
10003	0.0	1
10004	0.67712	7
10010	1.4270343663343428	46
10011	1.390925287859258	18
10012	2.12541915155538	133
10013	1.489017236851757	25
10014	1.4441239078611048	218
10020	0.0	0
10021	0.0	0
10022	1.801888442005576	32
10023	0.5997544197113539	3
10024	-0.13192788452140267	4
10100	0.8045971956836349	43
10101	0.7684131295936126	57
10102	0.6766617946830943	17
10103	0.7443350215640976	132
10104	0.737473625084827	73
10110	1.2274231991745248	496
10111	0.2933581343987588	604
